date,ID,Species,weight difference,run,lanai side,treatment,temperature,Initial weight,final weight,plant ID,RLC order, lunar phase
11/12/21,Hm6-4,Hm,-0.1862,4,diamond,4,30 C,0.2879,0.1017,48,6,II
11/12/21,Ul6-1,Ul,0.0154,4,diamond,1,30 C,0.2977,0.3131,48,6,II
11/12/21,Ul6-2,Ul,-0.0058,4,diamond,2,30 C,0.249,0.2432,48,6,II
11/12/21,Ul6-3,Ul,0.0268,4,diamond,3,30 C,0.2663,0.2931,48,6,II
11/12/21,Ul6-4,Ul,0.0624,4,diamond,4,30 C,0.288,0.3504,48,6,II
2/19/22,Ul1-1,Ul,-0.0047,6,ewa,0,20,0.2935,0.2888,49,4,III
2/19/22,Ul1-2,Ul,0.0036,6,ewa,0,20,0.2703,0.2739,50,4,III
2/19/22,Ul1-3,Ul,0.051,6,ewa,0,20,0.3039,0.3549,51,4,III
2/19/22,Ul1-4,Ul,0.0498,6,ewa,0,20,0.2981,0.3479,52,4,III
2/19/22,Ul2-1,Ul,-0.0285,6,ewa,0,20,0.2962,0.2677,53,5,III
2/19/22,Ul2-2,Ul,-0.0056,6,ewa,0,20,0.3053,0.2997,54,5,III
2/19/22,Ul2-3,Ul,0.0019,6,ewa,0,20,0.3083,0.3102,55,5,III
2/19/22,Ul2-4,Ul,0.0078,6,ewa,0,20,0.2671,0.2749,56,5,III
2/19/22,Ul3-1,Ul,0.0176,6,ewa,0,27,0.2996,0.3172,57,6,III
2/19/22,Ul3-2,Ul,0.0416,6,ewa,0,27,0.2907,0.3323,58,6,III
2/19/22,Ul3-3,Ul,-0.0139,6,ewa,0,27,0.3095,0.2956,59,6,III
2/19/22,Ul3-4,Ul,-0.0286,6,ewa,0,27,0.2979,0.2693,60,6,III
2/19/22,Ul4-1,Ul,0.0166,6,ewa,0,27,0.2798,0.2964,61,1,III
2/19/22,Ul4-2,Ul,-0.0205,6,ewa,0,27,0.3091,0.2886,62,1,III
2/19/22,Ul4-3,Ul,0.0516,6,ewa,0,27,0.3069,0.3585,63,1,III
2/19/22,Ul4-4,Ul,-0.0071,6,ewa,0,27,0.3003,0.2932,64,1,III
2/19/22,Ul5-1,Ul,0.0469,6,ewa,0,30,0.2957,0.3426,65,2,III
2/19/22,Ul5-2,Ul,0.006,6,ewa,0,30,0.3009,0.3069,66,2,III
2/19/22,Ul5-3,Ul,0.0046,6,ewa,0,30,0.3015,0.3061,67,2,III
2/19/22,Ul5-4,Ul,0.0082,6,ewa,0,30,0.3006,0.3088,68,2,III
2/19/22,Ul6-1,Ul,0.0365,6,ewa,0,30,0.281,0.3175,69,3,III
2/19/22,Ul6-2,Ul,0.0049,6,ewa,0,30,0.2786,0.2835,70,3,III
2/19/22,Ul6-3,Ul,0.0116,6,ewa,0,30,0.297,0.3086,71,3,III
2/19/22,Ul6-4,Ul,0.0348,6,ewa,0,30,0.2936,0.3284,72,3,III
4/29/22,Hm1-1,Hm,0.1712,7,ewa,2.5,20,0.2974,0.4686,49,4,III
4/29/22,Hm1-2,Hm,0.1533,7,ewa,2.5,20,0.3028,0.4561,50,4,III
4/29/22,Hm1-3,Hm,0.0701,7,ewa,2.5,20,0.3038,0.3739,51,4,III
4/29/22,Hm1-4,Hm,0.1207,7,ewa,2.5,20,0.303,0.4237,52,4,III
4/29/22,HUl1-1,Hm,0.0887,7,ewa,2.5,20,0.3036,0.3923,53,4,III
4/29/22,HUl1-2,Hm,0.1048,7,ewa,2.5,20,0.2996,0.4044,54,4,III
4/29/22,HUl1-3,Hm,0.0539,7,ewa,2.5,20,0.2876,0.3415,55,4,III
4/29/22,HUl1-4,Hm,0.1527,7,ewa,2.5,20,0.3006,0.4533,56,4,III
4/29/22,Hm2-1,Hm,0.0254,7,ewa,2.5,20,0.3043,0.3297,57,5,III
4/29/22,Hm2-2,Hm,0.0882,7,ewa,2.5,20,0.2967,0.3849,58,5,III
4/29/22,Hm2-3,Hm,0.0801,7,ewa,2.5,20,0.2925,0.3726,59,5,III
4/29/22,Hm2-4,Hm,0.1171,7,ewa,2.5,20,0.2953,0.4124,60,5,III
4/29/22,HUl2-1,Hm,0.1424,7,ewa,2.5,20,0.299,0.4414,61,5,III
4/29/22,HUl2-2,Hm,0.1005,7,ewa,2.5,20,0.299,0.3995,62,5,III
4/29/22,HUl2-3,Hm,0.1323,7,ewa,2.5,20,0.2996,0.4319,63,5,III
4/29/22,HUl2-4,Hm,0.0881,7,ewa,2.5,20,0.3023,0.3904,64,5,III
4/29/22,Hm3-1,Hm,0.1109,7,ewa,2.5,27,0.3033,0.4142,65,6,III
4/29/22,Hm3-2,Hm,0.1359,7,ewa,2.5,27,0.3011,0.437,66,6,III
4/29/22,Hm3-3,Hm,-0.0277,7,ewa,2.5,27,0.302,0.2743,67,6,III
4/29/22,Hm3-4,Hm,0.0344,7,ewa,2.5,27,0.302,0.3364,68,6,III
4/29/22,HUl3-1,Hm,0.0944,7,ewa,2.5,27,0.2947,0.3891,69,6,III
4/29/22,HUl3-2,Hm,0.1132,7,ewa,2.5,27,0.3026,0.4158,70,6,III
4/29/22,HUl3-3,Hm,0.0904,7,ewa,2.5,27,0.2809,0.3713,71,6,III
4/29/22,HUl3-4,Hm,0.1103,7,ewa,2.5,27,0.2961,0.4064,72,6,III
4/29/22,Hm4-1,Hm,-0.0263,7,ewa,2.5,27,0.2870,0.2682,73,1,III
4/29/22,Hm4-2,Hm,0.0793,7,ewa,2.5,27,0.2971,0.3764,74,1,III
4/29/22,Hm4-3,Hm,0.0799,7,ewa,2.5,27,0.2993,0.3792,75,1,III
4/29/22,Hm4-4,Hm,0.1093,7,ewa,2.5,27,0.3043,0.4136,76,1,III
4/29/22,HUl4-1,Hm,0.1295,7,ewa,2.5,27,0.3034,0.4329,77,1,III
4/29/22,HUl4-2,Hm,0.1212,7,ewa,2.5,27,0.2957,0.4169,78,1,III
4/29/22,HUl4-3,Hm,0.0801,7,ewa,2.5,27,0.3002,0.3803,79,1,III
4/29/22,HUl4-4,Hm,0.0819,7,ewa,2.5,27,0.2979,0.3798,80,1,III
4/29/22,Hm5-1,Hm,0.0606,7,ewa,2.5,30,0.2998,0.3604,81,2,III
4/29/22,Hm5-2,Hm,0.1196,7,ewa,2.5,30,0.2933,0.4129,82,2,III
4/29/22,Hm5-3,Hm,0.0601,7,ewa,2.5,30,0.3012,0.3613,83,2,III
4/29/22,Hm5-4,Hm,0.0858,7,ewa,2.5,30,0.3037,0.3895,84,2,III
4/29/22,HUl5-1,Hm,0.1401,7,ewa,2.5,30,0.3018,0.4419,85,2,III
4/29/22,HUl5-2,Hm,0.1262,7,ewa,2.5,30,0.2978,0.424,86,2,III
4/29/22,HUl5-3,Hm,0.2024,7,ewa,2.5,30,0.2904,0.4992,87,2,III
4/29/22,HUl5-4,Hm,0.2436,7,ewa,2.5,30,0.3014,0.545,88,2,III
4/29/22,Hm6-1,Hm,0.1082,7,ewa,2.5,30,0.2995,0.4077,89,3,III
4/29/22,Hm6-2,Hm,0.1279,7,ewa,2.5,30,0.2967,0.4246,90,3,III
4/29/22,Hm6-3,Hm,0.0133,7,ewa,2.5,30,0.2862,0.3071,91,3,III
4/29/22,Hm6-4,Hm,0.1073,7,ewa,2.5,30,0.2949,0.4022,92,3,III
4/29/22,HUl6-1,Hm,0.1193,7,ewa,2.5,30,0.3036,0.4229,93,3,III
4/29/22,HUl6-2,Hm,0.1564,7,ewa,2.5,30,0.3017,0.4581,94,3,III
4/29/22,HUl6-3,Hm,0.1692,7,ewa,2.5,30,0.3007,0.4699,95,3,III
4/29/22,HUl6-4,Hm,0.1212,7,ewa,2.5,30,0.2911,0.4123,96,3,III
3/1/22,Ul1-1,Ul,0.0123,6.5,ewa,0,20,0.2936,0.3059,73,4,IV
3/1/22,Ul1-2,Ul,0.0329,6.5,ewa,0,20,0.2948,0.3277,74,4,IV
3/1/22,Ul1-3,Ul,0.0114,6.5,ewa,0,20,0.3041,0.3155,75,4,IV
3/1/22,Ul1-4,Ul,0.0168,6.5,ewa,0,20,0.2958,0.3126,76,4,IV
3/1/22,Ul2-1,Ul,0.0567,6.5,ewa,0,20,0.2946,0.3513,77,5,IV
3/1/22,Ul2-2,Ul,0.0278,6.5,ewa,0,20,0.2875,0.3153,78,5,IV
3/1/22,Ul2-3,Ul,-0.0089,6.5,ewa,0,20,0.3044,0.2955,79,5,IV
3/1/22,Ul2-4,Ul,0.0087,6.5,ewa,0,20,0.2739,0.2826,80,5,IV
3/1/22,Ul3-1,Ul,0.0237,6.5,ewa,0,27,0.3044,0.3281,81,6,IV
3/1/22,Ul3-2,Ul,0.0248,6.5,ewa,0,27,0.305,0.3298,82,6,IV
3/1/22,Ul3-3,Ul,-0.0144,6.5,ewa,0,27,0.2898,0.2754,83,6,IV
3/1/22,Ul3-4,Ul,0.0178,6.5,ewa,0,27,0.2901,0.3079,84,6,IV
3/1/22,Ul4-1,Ul,0.0099,6.5,ewa,0,27,0.3026,0.3125,85,1,IV
3/1/22,Ul4-2,Ul,-0.0057,6.5,ewa,0,27,0.2964,0.2907,86,1,IV
3/1/22,Ul4-3,Ul,0.0049,6.5,ewa,0,27,0.2918,0.2967,87,1,IV
3/1/22,Ul4-4,Ul,-0.0083,6.5,ewa,0,27,0.3033,0.295,88,1,IV
3/1/22,Ul5-1,Ul,0.031,6.5,ewa,0,30,0.2997,0.3307,89,2,IV
3/1/22,Ul5-2,Ul,0.016,6.5,ewa,0,30,0.3001,0.3161,90,2,IV
3/1/22,Ul5-3,Ul,0.0184,6.5,ewa,0,30,0.297,0.3154,91,2,IV
3/1/22,Ul5-4,Ul,0.0123,6.5,ewa,0,30,0.2933,0.3056,92,2,IV
3/1/22,Ul6-1,Ul,0.014,6.5,ewa,0,30,0.2861,0.3001,93,3,IV
3/1/22,Ul6-2,Ul,0.0267,6.5,ewa,0,30,0.2973,0.324,94,3,IV
3/1/22,Ul6-3,Ul,0.0064,6.5,ewa,0,30,0.2745,0.2809,95,3,IV
3/1/22,Ul6-4,Ul,0.0074,6.5,ewa,0,30,0.2821,0.2895,96,3,IV
10/12/22,Hm1-1,Hm,0.0767,8,diamond,0,20,0.3012,0.3779,97,4,III
10/12/22,Hm1-2,Hm,0.0628,8,diamond,0,20,0.3013,0.3641,98,4,III
10/12/22,Hm1-3,Hm,0.1137,8,diamond,0,20,0.294,0.4077,99,4,III
10/12/22,Hm1-4,Hm,-0.018,8,diamond,0,20,0.3061,0.3656,100,4,III
10/22/22,HUl1-1,Hm,0.1654,9,diamond,0,20,0.3013,0.46795,101,4,I
10/22/22,HUl1-2,Hm,0.1804,9,diamond,0,20,0.2975,0.48915,102,4,I
10/22/22,HUl1-3,Hm,0.0303,9,diamond,0,20,0.2993,0.3388,103,4,I
10/22/22,HUl1-4,Hm,0.1233,9,diamond,0,20,0.2991,0.4324,104,4,I
10/12/22,Hm2-1,Hm,0.1237,8,diamond,0,20,0.3004,0.4241,105,5,III
10/12/22,Hm2-2,Hm,0.0599,8,diamond,0,20,0.3027,0.3626,106,5,III
10/12/22,Hm2-3,Hm,0.0529,8,diamond,0,20,0.3018,0.3656,107,5,III
10/12/22,Hm2-4,Hm,0.06,8,diamond,0,20,0.2983,0.3583,108,5,III
10/22/22,HUl2-1,Hm,0.1154,9,diamond,0,20,0.3013,0.42295,109,5,I
10/22/22,HUl2-2,Hm,0.0577,9,diamond,0,20,0.3021,0.3640,110,5,I
10/22/22,HUl2-3,Hm,0.0601,9,diamond,0,20,0.3016,0.3659,111,5,I
10/22/22,HUl2-4,Hm,0.0603,9,diamond,0,20,0.2973,0.3639,112,5,I
10/12/22,Hm3-1,Hm,0.0949,8,diamond,0,27,0.3037,0.40195,113,6,III
10/12/22,Hm3-2,Hm,0.0959,8,diamond,0,27,0.3041,0.4042,114,6,III
10/12/22,Hm3-3,Hm,-0.3982,8,diamond,0,27,0.2809,0.15315,115,6,III
10/12/22,Hm3-4,Hm,0.0217,8,diamond,0,27,0.2871,0.3155,116,6,III
10/22/22,HUl3-1,Hm,0.0749,9,diamond,0,27,0.3007,0.3771,117,6,I
10/22/22,HUl3-2,Hm,0.0538,9,diamond,0,27,0.3048,0.3586,118,6,I
10/22/22,HUl3-3,Hm,0.0558,9,diamond,0,27,0.3032,0.3975,119,6,I
10/22/22,HUl3-4,Hm,0.0591,9,diamond,0,27,0.3035,0.3626,120,6,I
10/12/22,Hm4-1,Hm,-0.11,8,diamond,0,27,0.3007,0.1907,121,1,III
10/12/22,Hm4-2,Hm,0.0502,8,diamond,0,27,0.3024,0.37565,122,1,III
10/12/22,Hm4-3,Hm,-0.0153,8,diamond,0,27,0.3026,0.28855,123,1,III
10/12/22,Hm4-4,Hm,0.0482,8,diamond,0,27,0.2737,0.32315,124,1,III
10/22/22,HUl4-1,Hm,-0.0984,9,diamond,0,27,0.2884,0.2896,125,1,I
10/22/22,HUl4-2,Hm,0.0588,9,diamond,0,27,0.2989,0.37825,126,1,I
10/22/22,HUl4-3,Hm,0.0473,9,diamond,0,27,0.3002,0.3538,127,1,I
10/22/22,HUl4-4,Hm,0.0627,9,diamond,0,27,0.2969,0.3617,128,1,I
10/12/22,Hm5-1,Hm,-0.0664,8,diamond,0,30,0.2905,0.32465,129,2,III
10/12/22,Hm5-2,Hm,0.0513,8,diamond,0,30,0.2927,0.3608,130,2,III
10/12/22,Hm5-3,Hm,0.0828,8,diamond,0,30,0.299,0.3839,131,2,III
10/12/22,Hm5-4,Hm,0.0589,8,diamond,0,30,0.3026,0.3665,132,2,III
10/22/22,HUl5-1,Hm,0.0094,9,diamond,0,30,0.3038,0.34125,133,2,I
10/22/22,HUl5-2,Hm,0.0377,9,diamond,0,30,0.303,0.34905,134,2,I
10/22/22,HUl5-3,Hm,0.0387,9,diamond,0,30,0.3038,0.3634,135,2,I
10/22/22,HUl5-4,Hm,0.0213,9,diamond,0,30,0.2925,0.3247,136,2,I
10/12/22,Hm6-1,Hm,0.0913,8,diamond,0,30,0.3059,0.3972,137,3,III
10/12/22,Hm6-2,Hm,0.0341,8,diamond,0,30,0.2865,0.3206,138,3,III
10/12/22,Hm6-3,Hm,0.0952,8,diamond,0,30,0.3007,0.3959,139,3,III
10/12/22,Hm6-4,Hm,-0.0527,8,diamond,0,30,0.3019,0.3280,140,3,III
10/22/22,HUl6-1,Hm,-0.0012,9,diamond,0,30,0.2983,0.34175,141,3,I
10/22/22,HUl6-2,Hm,-0.1379,9,diamond,0,30,0.293,0.17635,142,3,I
10/22/22,HUl6-3,Hm,0.0074,9,diamond,0,30,0.3037,0.34945,143,3,I
10/22/22,HUl6-4,Hm,0.0235,9,diamond,0,30,0.29265,0.3169,144,3,I
10/21/22,ul1-1,Ul,,9,ewa,2.5,20,0.2904,0.3743,97,4,I
10/21/22,ul1-2,Ul,,9,ewa,2.5,20,0.2864,0.3675,98,4,I
10/21/22,ul1-3,Ul,,9,ewa,2.5,20,0.3007,0.3651,99,4,I
10/21/22,ul1-4,Ul,,9,ewa,2.5,20,0.2824,0.3396,100,4,I
10/21/22,hul1-1,Ul,,9,ewa,2.5,20,0.2929,0.3798,101,4,I
10/21/22,hul1-2,Ul,,9,ewa,2.5,20,0.3019,0.3411,102,4,I
10/21/22,hul1-3,Ul,,9,ewa,2.5,20,0.3019,0.4191,103,4,I
10/21/22,hul1-4,Ul,,9,ewa,2.5,20,0.2995,0.3916,104,4,I
10/21/22,ul2-1,Ul,,9,ewa,2.5,20,0.2994,0.3424,105,5,I
10/21/22,ul2-2,Ul,,9,ewa,2.5,20,0.2936,0.3384,106,5,I
10/21/22,ul2-3,Ul,,9,ewa,2.5,20,0.2963,0.4337,107,5,I
10/21/22,ul2-4,Ul,,9,ewa,2.5,20,0.2979,0.4034,108,5,I
10/21/22,hul2-1,Ul,,9,ewa,2.5,20,0.2852,0.3297,109,5,I
10/21/22,hul2-2,Ul,,9,ewa,2.5,20,0.2918,0.2673,110,5,I
10/21/22,hul2-3,Ul,,9,ewa,2.5,20,0.2832,0.3272,111,5,I
10/21/22,hul2-4,Ul,,9,ewa,2.5,20,0.263,0.3572,112,5,I
10/21/22,ul3-1,Ul,,9,ewa,2.5,27,0.2796,0.3796,113,6,I
10/21/22,ul3-2,Ul,,9,ewa,2.5,27,0.2959,0.3718,114,6,I
10/21/22,ul3-3,Ul,,9,ewa,2.5,27,0.2777,0.4107,115,6,I
10/21/22,ul3-4,Ul,,9,ewa,2.5,27,0.2964,0.3137,116,6,I
10/21/22,hul3-1,Ul,,9,ewa,2.5,27,0.3019,0.3533,117,6,I
10/21/22,hul3-2,Ul,,9,ewa,2.5,27,0.2989,0.304,118,6,I
10/21/22,hul3-3,Ul,,9,ewa,2.5,27,0.2978,0.4337,119,6,I
10/21/22,hul3-4,Ul,,9,ewa,2.5,27,0.2976,0.3245,120,6,I
10/21/22,ul4-1,Ul,,9,ewa,2.5,27,0.2956,0.4363,121,1,I
10/21/22,ul4-2,Ul,,9,ewa,2.5,27,0.2989,0.3743,122,1,I
10/21/22,ul4-3,Ul,,9,ewa,2.5,27,0.2919,0.3965,123,1,I
10/21/22,ul4-4,Ul,,9,ewa,2.5,27,0.2826,0.3169,124,1,I
10/21/22,hul4-1,Ul,,9,ewa,2.5,27,0.2828,0.3026,125,1,I
10/21/22,hul4-2,Ul,,9,ewa,2.5,27,0.2789,0.3114,126,1,I
10/21/22,hul4-3,Ul,,9,ewa,2.5,27,0.28,0.2845,127,1,I
10/21/22,hul4-4,Ul,,9,ewa,2.5,27,0.2985,0.4186,128,1,I
10/21/22,ul5-1,Ul,,9,ewa,2.5,30,0.2956,0.303,129,2,I
10/21/22,ul5-2,Ul,,9,ewa,2.5,30,0.2903,0.2822,130,2,I
10/21/22,ul5-3,Ul,,9,ewa,2.5,30,0.294,0.3188,131,2,I
10/21/22,ul5-4,Ul,,9,ewa,2.5,30,0.3014,0.3852,132,2,I
10/21/22,hul5-1,Ul,,9,ewa,2.5,30,0.3019,0.3415,133,2,I
10/21/22,hul5-2,Ul,,9,ewa,2.5,30,0.3056,0.3557,134,2,I
10/21/22,hul5-3,Ul,,9,ewa,2.5,30,0.2975,0.2797,135,2,I
10/21/22,hul5-4,Ul,,9,ewa,2.5,30,0.2991,0.3615,136,2,I
10/21/22,ul6-1,Ul,,9,ewa,2.5,30,0.2729,0.3177,137,3,I
10/21/22,ul6-2,Ul,,9,ewa,2.5,30,0.2993,0.4566,138,3,I
10/21/22,ul6-3,Ul,,9,ewa,2.5,30,0.2935,0.3464,139,3,I
10/21/22,ul6-4,Ul,,9,ewa,2.5,30,0.2943,0.3626,140,3,I
10/21/22,hul6-1,Ul,,9,ewa,2.5,30,0.2802,0.3805,141,3,I
10/21/22,hul6-2,Ul,,9,ewa,2.5,30,0.2961,0.3272,142,3,I
10/21/22,hul6-3,Ul,,9,ewa,2.5,30,0.2925,0.3627,143,3,I
10/21/22,hul6-4,Ul,,9,ewa,2.5,30,0.3027,0.3265,144,3,I