Date,Time,ID,F,F0,Fm,Fm',Epar,Y(II),ETR,Fv/Fm,NPQ,deltaNPQ,rETR,Temp
4/25/22,12:23:57,HUl1-4,99,83,196,110,820,0.1,34.4,0.577,0.782,0,82,20
4/29/22,8:13:26,Hm4-1,85,85,172,172,0,0.506,0,0.506,-,0,0,27
4/29/22,8:13:56,Hm4-1,94,85,172,183,66,0.486,13.5,0.506,-0.06,0,32.08,27
4/29/22,8:14:26,Hm4-1,90,85,172,184,90,0.511,19.3,0.506,-0.065,0,45.99,27
4/29/22,8:14:57,Hm4-1,94,85,172,163,125,0.423,22.2,0.506,0.055,0,52.88,27
4/29/22,8:15:27,Hm4-1,91,85,172,140,190,0.35,27.9,0.506,0.229,0,66.5,27
4/29/22,8:15:57,Hm4-1,91,85,172,122,285,0.254,30.4,0.506,0.41,0,72.39,27
4/29/22,8:16:28,Hm4-1,93,85,172,113,420,0.177,31.2,0.506,0.522,0,74.34,27
4/29/22,8:16:58,Hm4-1,96,85,172,107,625,0.103,27,0.506,0.607,0,64.38,27
4/29/22,8:17:28,Hm4-1,97,85,172,106,820,0.085,29.3,0.506,0.623,0,69.7,27
4/29/22,8:18:17,Hm4-2,96,96,169,169,0,0.432,0,0.432,-,0,0,27
4/29/22,8:18:48,Hm4-2,110,96,169,154,66,0.286,7.9,0.432,0.097,0,18.88,27
4/29/22,8:19:18,Hm4-2,107,96,169,155,90,0.31,11.7,0.432,0.09,0,27.9,27
4/29/22,8:19:48,Hm4-2,109,96,169,145,125,0.248,13,0.432,0.166,0,31,27
4/29/22,8:20:19,Hm4-2,108,96,169,131,190,0.176,14,0.432,0.29,0,33.44,27
4/29/22,8:20:49,Hm4-2,109,96,169,122,285,0.107,12.8,0.432,0.385,0,30.5,27
4/29/22,8:21:19,Hm4-2,110,96,169,119,420,0.076,13.4,0.432,0.42,0,31.92,27
4/29/22,8:21:49,Hm4-2,112,96,169,117,625,0.043,11.3,0.432,0.444,0,26.87,27
4/29/22,8:22:20,Hm4-2,114,96,169,119,820,0.042,14.5,0.432,0.42,0,34.44,27
4/29/22,8:23:55,Hm4-3,88,88,214,214,0,0.589,0,0.589,-,0,0,27
4/29/22,8:24:25,Hm4-3,95,88,214,172,66,0.448,12.4,0.589,0.244,0,29.57,27
4/29/22,8:24:55,Hm4-3,97,88,214,177,90,0.452,17.1,0.589,0.209,0,40.68,27
4/29/22,8:25:25,Hm4-3,98,88,214,148,125,0.338,17.7,0.589,0.446,0,42.25,27
4/29/22,8:25:56,Hm4-3,96,88,214,130,190,0.262,20.9,0.589,0.646,0,49.78,27
4/29/22,8:26:26,Hm4-3,98,88,214,116,285,0.155,18.6,0.589,0.845,0,44.17,27
4/29/22,8:26:56,Hm4-3,100,88,214,112,420,0.107,18.9,0.589,0.911,0,44.94,27
4/29/22,8:27:27,Hm4-3,104,88,214,109,625,0.046,12.1,0.589,0.963,0,28.75,27
4/29/22,8:27:57,Hm4-3,103,88,214,109,820,0.055,18.9,0.589,0.963,0,45.1,27
4/29/22,8:29:47,Hm4-4,97,97,260,260,0,0.627,0,0.627,-,0,0,27
4/29/22,8:30:17,Hm4-4,108,97,260,167,66,0.353,9.8,0.627,0.557,0,23.3,27
4/29/22,8:30:48,Hm4-4,109,97,260,169,90,0.355,13.4,0.627,0.538,0,31.95,27
4/29/22,8:31:18,Hm4-4,110,97,260,153,125,0.281,14.8,0.627,0.699,0,35.12,27
4/29/22,8:31:48,Hm4-4,112,97,260,142,190,0.211,16.8,0.627,0.831,0,40.09,27
4/29/22,8:32:18,Hm4-4,114,97,260,135,285,0.156,18.7,0.627,0.926,0,44.46,27
4/29/22,8:32:49,Hm4-4,117,97,260,131,420,0.107,18.9,0.627,0.985,0,44.94,27
4/29/22,8:33:19,Hm4-4,119,97,260,127,625,0.063,16.5,0.627,1.047,0,39.38,27
4/29/22,8:33:49,Hm4-4,121,97,260,128,820,0.055,18.9,0.627,1.031,0,45.1,27
4/29/22,8:34:35,HUl4-1,113,113,279,279,0,0.595,0,0.595,-,0,0,27
4/29/22,8:35:05,HUl4-1,125,113,279,201,66,0.378,10.5,0.595,0.388,0,24.95,27
4/29/22,8:35:35,HUl4-1,124,113,279,186,90,0.333,12.6,0.595,0.5,0,29.97,27
4/29/22,8:36:06,HUl4-1,126,113,279,171,125,0.263,13.8,0.595,0.632,0,32.88,27
4/29/22,8:36:36,HUl4-1,130,113,279,156,190,0.167,13.3,0.595,0.788,0,31.73,27
4/29/22,8:37:06,HUl4-1,131,113,279,149,285,0.121,14.5,0.595,0.872,0,34.48,27
4/29/22,8:37:37,HUl4-1,134,113,279,145,420,0.076,13.4,0.595,0.924,0,31.92,27
4/29/22,8:38:07,HUl4-1,137,113,279,142,625,0.035,9.2,0.595,0.965,0,21.88,27
4/29/22,8:38:37,HUl4-1,136,113,279,144,820,0.056,19.3,0.595,0.938,0,45.92,27
4/29/22,8:40:31,HUl4-2,117,117,265,265,0,0.558,0,0.558,-,0,0,27
4/29/22,8:41:01,HUl4-2,130,117,265,228,66,0.43,11.9,0.558,0.162,0,28.38,27
4/29/22,8:41:32,HUl4-2,128,117,265,207,90,0.382,14.4,0.558,0.28,0,34.38,27
4/29/22,8:42:02,HUl4-2,132,117,265,193,125,0.316,16.6,0.558,0.373,0,39.5,27
4/29/22,8:42:32,HUl4-2,138,117,265,177,190,0.22,17.6,0.558,0.497,0,41.8,27
4/29/22,8:43:03,HUl4-2,143,117,265,169,285,0.154,18.4,0.558,0.568,0,43.89,27
4/29/22,8:43:33,HUl4-2,147,117,265,165,420,0.109,19.2,0.558,0.606,0,45.78,27
4/29/22,8:44:03,HUl4-2,151,117,265,160,625,0.056,14.7,0.558,0.656,0,35,27
4/29/22,8:44:34,HUl4-2,152,117,265,164,820,0.073,25.1,0.558,0.616,0,59.86,27
4/29/22,8:44:57,HUl4-3,85,85,167,167,0,0.491,0,0.491,-,0,0,27
4/29/22,8:45:27,HUl4-3,99,85,167,169,66,0.414,11.5,0.491,-0.012,0,27.32,27
4/29/22,8:45:57,HUl4-3,98,85,167,160,90,0.388,14.7,0.491,0.044,0,34.92,27
4/29/22,8:46:28,HUl4-3,99,85,167,151,125,0.344,18.1,0.491,0.106,0,43,27
4/29/22,8:46:58,HUl4-3,115,85,167,153,190,0.248,19.8,0.491,0.092,0,47.12,27
4/29/22,8:47:28,HUl4-3,119,85,167,143,285,0.168,20.1,0.491,0.168,0,47.88,27
4/29/22,8:47:59,HUl4-3,126,85,167,142,420,0.113,19.9,0.491,0.176,0,47.46,27
4/29/22,8:48:29,HUl4-3,128,85,167,138,625,0.072,18.9,0.491,0.21,0,45,27
4/29/22,8:48:59,HUl4-3,131,85,167,139,820,0.058,20,0.491,0.201,0,47.56,27
4/29/22,8:49:42,HUl4-4,107,107,229,229,0,0.533,0,0.533,-,0,0,27
4/29/22,8:50:13,HUl4-4,115,107,229,213,66,0.46,12.8,0.533,0.075,0,30.36,27
4/29/22,8:50:43,HUl4-4,114,107,229,209,90,0.455,17.2,0.533,0.096,0,40.95,27
4/29/22,8:51:13,HUl4-4,116,107,229,188,125,0.383,20.1,0.533,0.218,0,47.88,27
4/29/22,8:51:44,HUl4-4,119,107,229,162,190,0.265,21.1,0.533,0.414,0,50.35,27
4/29/22,8:52:14,HUl4-4,124,107,229,146,285,0.151,18.1,0.533,0.568,0,43.03,27
4/29/22,8:52:44,HUl4-4,128,107,229,141,420,0.092,16.2,0.533,0.624,0,38.64,27
4/29/22,8:53:15,HUl4-4,131,107,229,140,625,0.064,16.8,0.533,0.636,0,40,27
4/29/22,8:53:45,HUl4-4,134,107,229,141,820,0.05,17.2,0.533,0.624,0,41,27
4/29/22,8:54:12,Hm5-1,110,110,268,268,0,0.59,0,0.59,-,0,0,30
4/29/22,8:54:42,Hm5-1,119,110,268,201,66,0.408,11.3,0.59,0.333,0,26.93,30
4/29/22,8:55:12,Hm5-1,116,110,268,196,90,0.408,15.4,0.59,0.367,0,36.72,30
4/29/22,8:55:43,Hm5-1,118,110,268,178,125,0.337,17.7,0.59,0.506,0,42.12,30
4/29/22,8:56:13,Hm5-1,120,110,268,161,190,0.255,20.3,0.59,0.665,0,48.45,30
4/29/22,8:56:43,Hm5-1,123,110,268,149,285,0.174,20.8,0.59,0.799,0,49.59,30
4/29/22,8:57:13,Hm5-1,128,110,268,142,420,0.099,17.5,0.59,0.887,0,41.58,30
4/29/22,8:57:44,Hm5-1,131,110,268,139,625,0.058,15.2,0.59,0.928,0,36.25,30
4/29/22,8:58:14,Hm5-1,130,110,268,140,820,0.071,24.5,0.59,0.914,0,58.22,30
4/29/22,8:58:33,Hm5-2,96,96,238,238,0,0.597,0,0.597,-,0,0,30
4/29/22,8:59:03,Hm5-2,103,96,238,197,66,0.477,13.2,0.597,0.208,0,31.48,30
4/29/22,8:59:33,Hm5-2,103,96,238,187,90,0.449,17,0.597,0.273,0,40.41,30
4/29/22,9:00:04,Hm5-2,104,96,238,158,125,0.342,18,0.597,0.506,0,42.75,30
4/29/22,9:00:34,Hm5-2,105,96,238,136,190,0.228,18.2,0.597,0.75,0,43.32,30
4/29/22,9:01:04,Hm5-2,109,96,238,126,285,0.135,16.2,0.597,0.889,0,38.48,30
4/29/22,9:01:35,Hm5-2,111,96,238,121,420,0.083,14.6,0.597,0.967,0,34.86,30
4/29/22,9:02:05,Hm5-2,110,96,238,119,625,0.076,20,0.597,1,0,47.5,30
4/29/22,9:02:35,Hm5-2,112,96,238,118,820,0.051,17.6,0.597,1.017,0,41.82,30
4/29/22,9:03:32,Hm5-3,73,73,178,178,0,0.59,0,0.59,-,0,0,30
4/29/22,9:04:02,Hm5-3,81,73,178,121,66,0.331,9.2,0.59,0.471,0,21.85,30
4/29/22,9:04:33,Hm5-3,81,73,178,117,90,0.308,11.6,0.59,0.521,0,27.72,30
4/29/22,9:05:03,Hm5-3,82,73,178,114,125,0.281,14.8,0.59,0.561,0,35.12,30
4/29/22,9:05:33,Hm5-3,86,73,178,106,190,0.189,15.1,0.59,0.679,0,35.91,30
4/29/22,9:06:04,Hm5-3,87,73,178,102,285,0.147,17.6,0.59,0.745,0,41.89,30
4/29/22,9:06:34,Hm5-3,90,73,178,99,420,0.091,16.1,0.59,0.798,0,38.22,30
4/29/22,9:07:04,Hm5-3,94,73,178,97,625,0.031,8.1,0.59,0.835,0,19.38,30
4/29/22,9:07:35,Hm5-3,94,73,178,98,820,0.041,14.1,0.59,0.816,0,33.62,30
4/29/22,9:08:30,Hm5-4,77,77,205,205,0,0.624,0,0.624,-,0,0,30
4/29/22,9:09:01,Hm5-4,91,77,205,188,66,0.516,14.3,0.624,0.09,0,34.06,30
4/29/22,9:09:31,Hm5-4,89,77,205,178,90,0.5,18.9,0.624,0.152,0,45,30
4/29/22,9:10:01,Hm5-4,88,77,205,153,125,0.425,22.3,0.624,0.34,0,53.12,30
4/29/22,9:10:31,Hm5-4,91,77,205,136,190,0.331,26.4,0.624,0.507,0,62.89,30
4/29/22,9:11:02,Hm5-4,93,77,205,121,285,0.231,27.7,0.624,0.694,0,65.84,30
4/29/22,9:11:32,Hm5-4,93,77,205,115,420,0.191,33.7,0.624,0.783,0,80.22,30
4/29/22,9:12:02,Hm5-4,97,77,205,108,625,0.102,26.8,0.624,0.898,0,63.75,30
4/29/22,9:12:33,Hm5-4,98,77,205,109,820,0.101,34.8,0.624,0.881,0,82.82,30
4/29/22,9:19:45,HUl5-1,103,103,272,272,0,0.621,0,0.621,-,0,0,30
4/29/22,9:20:15,HUl5-1,120,103,272,171,66,0.298,8.3,0.621,0.591,0,19.67,30
4/29/22,9:20:45,HUl5-1,120,103,272,161,90,0.255,9.6,0.621,0.689,0,22.95,30
4/29/22,9:21:16,HUl5-1,121,103,272,152,125,0.204,10.7,0.621,0.789,0,25.5,30
4/29/22,9:21:46,HUl5-1,126,103,272,146,190,0.137,10.9,0.621,0.863,0,26.03,30
4/29/22,9:22:16,HUl5-1,129,103,272,142,285,0.092,11,0.621,0.915,0,26.22,30
4/29/22,9:22:47,HUl5-1,129,103,272,139,420,0.072,12.7,0.621,0.957,0,30.24,30
4/29/22,9:23:17,HUl5-1,133,103,272,138,625,0.036,9.5,0.621,0.971,0,22.5,30
4/29/22,9:23:47,HUl5-1,134,103,272,139,820,0.036,12.4,0.621,0.957,0,29.52,30
4/29/22,9:24:26,HUl5-2,81,81,217,217,0,0.627,0,0.627,-,0,0,30
4/29/22,9:24:56,HUl5-2,90,81,217,141,66,0.362,10,0.627,0.539,0,23.89,30
4/29/22,9:25:27,HUl5-2,87,81,217,133,90,0.346,13.1,0.627,0.632,0,31.14,30
4/29/22,9:25:57,HUl5-2,92,81,217,121,125,0.24,12.6,0.627,0.793,0,30,30
4/29/22,9:26:27,HUl5-2,94,81,217,116,190,0.19,15.2,0.627,0.871,0,36.1,30
4/29/22,9:26:58,HUl5-2,97,81,217,112,285,0.134,16,0.627,0.938,0,38.19,30
4/29/22,9:27:28,HUl5-2,100,81,217,109,420,0.083,14.6,0.627,0.991,0,34.86,30
4/29/22,9:27:58,HUl5-2,102,81,217,108,625,0.056,14.7,0.627,1.009,0,35,30
4/29/22,9:28:29,HUl5-2,102,81,217,110,820,0.073,25.1,0.627,0.973,0,59.86,30
4/29/22,9:28:59,HUl5-3,104,104,268,268,0,0.612,0,0.612,-,0,0,30
4/29/22,9:29:29,HUl5-3,110,104,268,183,66,0.399,11.1,0.612,0.464,0,26.33,30
4/29/22,9:30:00,HUl5-3,107,104,268,172,90,0.378,14.3,0.612,0.558,0,34.02,30
4/29/22,9:30:30,HUl5-3,109,104,268,161,125,0.323,17,0.612,0.665,0,40.38,30
4/29/22,9:31:00,HUl5-3,112,104,268,146,190,0.233,18.6,0.612,0.836,0,44.27,30
4/29/22,9:31:30,HUl5-3,115,104,268,137,285,0.161,19.3,0.612,0.956,0,45.88,30
4/29/22,9:32:01,HUl5-3,118,104,268,131,420,0.099,17.5,0.612,1.046,0,41.58,30
4/29/22,9:32:31,HUl5-3,121,104,268,129,625,0.062,16.3,0.612,1.078,0,38.75,30
4/29/22,9:33:01,HUl5-3,120,104,268,130,820,0.077,26.5,0.612,1.062,0,63.14,30
4/29/22,9:34:21,HUl5-4,109,109,266,266,0,0.59,0,0.59,-,0,0,30
4/29/22,9:34:51,HUl5-4,116,109,266,206,66,0.437,12.1,0.59,0.291,0,28.84,30
4/29/22,9:35:21,HUl5-4,118,109,266,196,90,0.398,15,0.59,0.357,0,35.82,30
4/29/22,9:35:52,HUl5-4,121,109,266,181,125,0.331,17.4,0.59,0.47,0,41.38,30
4/29/22,9:36:22,HUl5-4,123,109,266,165,190,0.255,20.3,0.59,0.612,0,48.45,30
4/29/22,9:36:52,HUl5-4,126,109,266,155,285,0.187,22.4,0.59,0.716,0,53.3,30
4/29/22,9:37:22,HUl5-4,129,109,266,147,420,0.122,21.5,0.59,0.81,0,51.24,30
4/29/22,9:37:53,HUl5-4,132,109,266,142,625,0.07,18.4,0.59,0.873,0,43.75,30
4/29/22,9:38:23,HUl5-4,132,109,266,141,820,0.064,22,0.59,0.887,0,52.48,30
4/29/22,9:39:45,Hm6-1,115,115,251,251,0,0.542,0,0.542,-,0,0,30
4/29/22,9:40:15,Hm6-1,130,115,251,231,66,0.437,12.1,0.542,0.087,0,28.84,30
4/29/22,9:40:46,Hm6-1,128,115,251,215,90,0.405,15.3,0.542,0.167,0,36.45,30
4/29/22,9:41:16,Hm6-1,130,115,251,192,125,0.323,17,0.542,0.307,0,40.38,30
4/29/22,9:41:46,Hm6-1,132,115,251,175,190,0.246,19.6,0.542,0.434,0,46.74,30
4/29/22,9:42:17,Hm6-1,135,115,251,162,285,0.167,20,0.542,0.549,0,47.6,30
4/29/22,9:42:47,Hm6-1,136,115,251,153,420,0.111,19.6,0.542,0.641,0,46.62,30
4/29/22,9:43:17,Hm6-1,139,115,251,150,625,0.073,19.2,0.542,0.673,0,45.62,30
4/29/22,9:43:47,Hm6-1,141,115,251,151,820,0.066,22.7,0.542,0.662,0,54.12,30
4/29/22,9:44:53,HUl6-2,108,108,248,248,0,0.565,0,0.565,-,0,0,30
4/29/22,9:45:23,HUl6-2,121,108,248,228,66,0.469,13,0.565,0.088,0,30.95,30
4/29/22,9:45:54,HUl6-2,119,108,248,221,90,0.462,17.5,0.565,0.122,0,41.58,30
4/29/22,9:46:24,HUl6-2,121,108,248,193,125,0.373,19.6,0.565,0.285,0,46.62,30
4/29/22,9:46:54,HUl6-2,122,108,248,170,190,0.282,22.5,0.565,0.459,0,53.58,30
4/29/22,9:47:25,HUl6-2,123,108,248,154,285,0.201,24.1,0.565,0.61,0,57.29,30
4/29/22,9:47:55,HUl6-2,126,108,248,145,420,0.131,23.1,0.565,0.71,0,55.02,30
4/29/22,9:48:25,HUl6-2,130,108,248,137,625,0.051,13.4,0.565,0.81,0,31.87,30
4/29/22,9:48:55,HUl6-2,130,108,248,140,820,0.071,24.5,0.565,0.771,0,58.22,30
4/29/22,9:49:59,Hm6-3,102,102,264,264,0,0.614,0,0.614,-,0,0,30
4/29/22,9:50:29,Hm6-3,111,102,264,225,66,0.507,14.1,0.614,0.173,0,33.46,30
4/29/22,9:50:59,Hm6-3,111,102,264,218,90,0.491,18.6,0.614,0.211,0,44.19,30
4/29/22,9:51:30,Hm6-3,112,102,264,195,125,0.426,22.4,0.614,0.354,0,53.25,30
4/29/22,9:52:00,Hm6-3,113,102,264,171,190,0.339,27.1,0.614,0.544,0,64.41,30
4/29/22,9:52:30,Hm6-3,118,102,264,157,285,0.248,29.7,0.614,0.682,0,70.68,30
4/29/22,9:53:00,Hm6-3,120,102,264,145,420,0.172,30.3,0.614,0.821,0,72.24,30
4/29/22,9:53:31,Hm6-3,121,102,264,137,625,0.117,30.7,0.614,0.927,0,73.12,30
4/29/22,9:54:01,Hm6-3,124,102,264,137,820,0.095,32.7,0.614,0.927,0,77.9,30
4/29/22,9:54:52,Hm6-4,81,81,154,154,0,0.474,0,0.474,-,0,0,30
4/29/22,9:55:22,Hm6-4,88,81,154,138,66,0.362,10,0.474,0.116,0,23.89,30
4/29/22,9:55:53,Hm6-4,87,81,154,136,90,0.36,13.6,0.474,0.132,0,32.4,30
4/29/22,9:56:23,Hm6-4,87,81,154,124,125,0.298,15.6,0.474,0.242,0,37.25,30
4/29/22,9:56:53,Hm6-4,90,81,154,114,190,0.211,16.8,0.474,0.351,0,40.09,30
4/29/22,9:57:23,Hm6-4,88,81,154,105,285,0.162,19.4,0.474,0.467,0,46.17,30
4/29/22,9:57:54,Hm6-4,90,81,154,100,420,0.1,17.6,0.474,0.54,0,42,30
4/29/22,9:58:24,Hm6-4,93,81,154,96,625,0.031,8.1,0.474,0.604,0,19.38,30
4/29/22,9:58:54,Hm6-4,92,81,154,97,820,0.052,17.9,0.474,0.588,0,42.64,30
4/29/22,9:59:40,HUl6-1,103,103,232,232,0,0.556,0,0.556,-,0,0,30
4/29/22,10:00:10,HUl6-1,119,103,232,231,66,0.485,13.4,0.556,0.004,0,32.01,30
4/29/22,10:00:40,HUl6-1,119,103,232,204,90,0.417,15.8,0.556,0.137,0,37.53,30
4/29/22,10:01:11,HUl6-1,122,103,232,185,125,0.341,17.9,0.556,0.254,0,42.62,30
4/29/22,10:01:41,HUl6-1,128,103,232,166,190,0.229,18.3,0.556,0.398,0,43.51,30
4/29/22,10:02:11,HUl6-1,133,103,232,156,285,0.147,17.6,0.556,0.487,0,41.89,30
4/29/22,10:02:42,HUl6-1,137,103,232,152,420,0.099,17.5,0.556,0.526,0,41.58,30
4/29/22,10:03:12,HUl6-1,140,103,232,148,625,0.054,14.2,0.556,0.568,0,33.75,30
4/29/22,10:03:42,HUl6-1,142,103,232,150,820,0.053,18.3,0.556,0.547,0,43.46,30
4/29/22,10:04:08,HUl6-2,84,84,222,222,0,0.622,0,0.622,-,0,0,30
4/29/22,10:04:38,HUl6-2,96,84,222,213,66,0.549,15.2,0.622,0.042,0,36.23,30
4/29/22,10:05:08,HUl6-2,95,84,222,188,90,0.495,18.7,0.622,0.181,0,44.55,30
4/29/22,10:05:39,HUl6-2,101,84,222,171,125,0.409,21.5,0.622,0.298,0,51.12,30
4/29/22,10:06:09,HUl6-2,104,84,222,158,190,0.342,27.3,0.622,0.405,0,64.98,30
4/29/22,10:06:39,HUl6-2,107,84,222,145,285,0.262,31.4,0.622,0.531,0,74.67,30
4/29/22,10:07:10,HUl6-2,111,84,222,136,420,0.184,32.5,0.622,0.632,0,77.28,30
4/29/22,10:07:40,HUl6-2,112,84,222,130,625,0.138,36.2,0.622,0.708,0,86.25,30
4/29/22,10:08:10,HUl6-2,116,84,222,129,820,0.101,34.8,0.622,0.721,0,82.82,30
4/29/22,10:08:59,HUl6-3,112,112,274,274,0,0.591,0,0.591,-,0,0,30
4/29/22,10:09:29,HUl6-3,120,112,274,235,66,0.489,13.6,0.591,0.166,0,32.27,30
4/29/22,10:09:59,HUl6-3,122,112,274,209,90,0.416,15.7,0.591,0.311,0,37.44,30
4/29/22,10:10:29,HUl6-3,127,112,274,189,125,0.328,17.2,0.591,0.45,0,41,30
4/29/22,10:11:00,HUl6-3,131,112,274,172,190,0.238,19,0.591,0.593,0,45.22,30
4/29/22,10:11:30,HUl6-3,133,112,274,159,285,0.164,19.6,0.591,0.723,0,46.74,30
4/29/22,10:12:00,HUl6-3,138,112,274,155,420,0.11,19.4,0.591,0.768,0,46.2,30
4/29/22,10:12:31,HUl6-3,141,112,274,150,625,0.06,15.8,0.591,0.827,0,37.5,30
4/29/22,10:13:01,HUl6-3,144,112,274,153,820,0.059,20.3,0.591,0.791,0,48.38,30
4/29/22,10:13:59,HUl6-4,68,68,197,197,0,0.655,0,0.655,-,0,0,30
4/29/22,10:14:29,HUl6-4,73,68,197,168,66,0.565,15.7,0.655,0.173,0,37.29,30
4/29/22,10:15:00,HUl6-4,76,68,197,135,90,0.437,16.5,0.655,0.459,0,39.33,30
4/29/22,10:15:30,HUl6-4,79,68,197,121,125,0.347,18.2,0.655,0.628,0,43.38,30
4/29/22,10:16:00,HUl6-4,82,68,197,111,190,0.261,20.8,0.655,0.775,0,49.59,30
4/29/22,10:16:30,HUl6-4,83,68,197,102,285,0.186,22.3,0.655,0.931,0,53.01,30
4/29/22,10:17:01,HUl6-4,85,68,197,99,420,0.141,24.9,0.655,0.99,0,59.22,30
4/29/22,10:17:31,HUl6-4,88,68,197,97,625,0.093,24.4,0.655,1.031,0,58.12,30
4/29/22,10:18:01,HUl6-4,88,68,197,98,820,0.102,35.1,0.655,1.01,0,83.64,30
